Date,Open,High,Low,Close,Volume,Symbol
2023-12-12,192.13871428631936,193.77071848752672,190.7853438376791,193.76077270507807,52696900,AAPL
2023-12-13,194.13891526178816,197.03473239733867,193.90009500114147,196.99493408203125,70404200,AAPL
2023-12-14,197.0546227075805,198.64681332186493,195.20368991998,197.1441802978516,66831600,AAPL
2024-01-10,183.4512616231925,185.49125530087693,183.02335006640843,185.28228759765625,46792900,AAPL
2024-01-11,185.6305920580053,186.1381154747297,182.7248291738061,184.6852264404297,49128400,AAPL
2024-01-12,185.1529277118819,185.8296205077815,184.2871739488164,185.0136108398437,40444700,AAPL
2024-02-09,187.9698525753249,189.30503301755343,187.3222021069975,188.1691436767578,45155200,AAPL
2024-02-12,187.7406910525987,187.9897897322466,186.1165627960856,186.4752655029297,41781900,AAPL
2024-02-13,185.1002428282,185.53865891732192,182.84838113476025,184.37286376953125,56529500,AAPL
2024-02-14,184.6518638454696,184.8610982078661,181.78224238811129,183.486068725586,54630500,AAPL
2024-03-12,172.52572483722955,173.40255698056936,170.39344092810595,172.60543823242188,59825400,AAPL
2024-03-13,172.14711771653415,172.56560166885345,170.14435462584885,170.51303100585938,52488700,AAPL
2024-03-14,172.286609864896,173.68155635236576,171.4297098215142,172.37628173828125,72913500,AAPL
2024-03-15,170.5528808562992,171.99765014648438,169.6760486454164,171.99765014648438,121664700,AAPL
2024-04-12,173.63173034934167,177.71695459263955,173.58192277868224,175.91348266601562,101593300,AAPL
2024-04-15,174.7277545222084,175.9931798985106,171.8780654093003,172.0673828125,73531800,AAPL
2024-04-16,171.1307833718662,173.13353117115574,167.6633342016507,168.7693328857422,73711200,AAPL
2024-05-13,185.022050078909,186.6783123559709,184.20389092118023,185.8601531982422,72044800,AAPL
2024-05-14,187.0873746193062,187.87560260141976,185.87012310151908,187.007553100586,52393600,AAPL
2024-05-15,187.48648604697289,190.2203008031565,186.9476945906926,189.2924041748047,70400000,AAPL
2024-05-16,190.04070957734743,190.66929452090585,189.23253763528552,189.41212463378903,52845200,AAPL
2024-05-17,189.082873144053,190.3799462232965,188.7536150776328,189.4420623779297,41282900,AAPL
2024-06-12,206.902617394007,219.7037025197263,206.4336754784377,212.5897827148437,198134300,AAPL
2024-06-13,214.25601418934664,216.2614784743462,211.123091880632,213.75714111328125,97862700,AAPL
2024-06-14,213.36801320894725,214.6850301666928,210.8237575657328,212.01107788085932,70122700,AAPL
2024-06-17,212.8890905531968,218.45651588142053,212.2405616472853,216.18165588378903,93728300,AAPL
2024-07-11,230.86848076037649,231.86622690917008,225.26115227596372,227.05709838867188,64710600,AAPL
2024-07-12,228.40404188598967,232.1156587015828,228.1645773343909,230.0203857421875,53046500,AAPL
2024-07-15,235.94700263838573,236.6953122424788,232.5646438368613,233.87168884277344,62631300,AAPL
2024-07-16,234.4703432233226,235.7374850857013,231.80636285277689,234.290756225586,43234300,AAPL
2024-07-17,228.9328431112231,230.93832254659503,226.1291789631273,228.3641357421875,57345900,AAPL
2024-07-18,229.7609704275717,229.92061345724463,221.7690296564846,223.6747131347656,66034600,AAPL
2024-08-13,218.76929897291208,221.646138683676,218.76929897291208,221.02682495117188,44155300,AAPL
2024-08-14,220.3276035510778,222.7848915052682,219.45854930599305,221.4763336181641,41960600,AAPL
2024-08-15,224.35317447515425,225.1023502377712,222.5151850202656,224.47303771972656,46414000,AAPL
2024-08-16,223.67391069385005,226.5807162697698,223.4042031553576,225.80157470703125,44340200,AAPL
2024-09-16,216.302019591785,216.98128020943747,213.6849038037586,216.082275390625,59357400,AAPL
2024-09-17,215.51289221314667,216.6616222741377,214.2642659546696,216.5517425537109,45519300,AAPL
2024-09-18,217.31091546092293,222.4652482757468,217.3009166960367,220.4474639892578,59894900,AAPL
2024-10-15,233.3532605949055,237.2290013087572,232.1146178817108,233.593002319336,64751400,AAPL
2024-10-16,231.34547369396785,231.86489123072647,229.5873982094942,231.5252685546875,34082200,AAPL
2024-10-17,233.17345903647427,233.59301088010824,230.26666863657624,231.89486694335932,32993800,AAPL
2024-10-18,235.9204255737285,235.9204255737285,233.75281228137572,234.74172973632807,46431500,AAPL
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753903,42005600,AAPL
2024-11-12,224.5500030517578,225.58999633789065,223.3600006103516,224.22999572753903,40398300,AAPL
2024-11-13,224.009994506836,226.6499938964844,222.759994506836,225.1199951171875,48566200,AAPL
2024-11-14,225.0200042724609,228.8699951171875,225.0,228.22000122070312,44923900,AAPL
2024-11-15,226.3999938964844,226.9199981689453,224.2700042724609,225.0,47923700,AAPL
2024-11-18,225.25,229.7400054931641,225.1699981689453,228.0200042724609,44686000,AAPL
2024-11-19,226.97999572753903,230.16000366210932,226.66000366210932,228.27999877929688,36211800,AAPL
2024-11-22,228.0599975585937,230.72000122070312,228.0599975585937,229.8699951171875,38168300,AAPL
2024-11-25,231.4600067138672,233.25,229.7400054931641,232.8699951171875,90152800,AAPL
2024-11-26,233.3300018310547,235.57000732421875,233.3300018310547,235.0599975585937,45986200,AAPL
2024-11-27,234.47000122070312,235.69000244140625,233.8099975585937,234.92999267578125,33498400,AAPL
2024-11-29,234.8099975585937,237.8099975585937,233.97000122070312,237.3300018310547,28481400,AAPL
2024-12-02,237.2700042724609,240.7899932861328,237.16000366210932,239.58999633789065,48137100,AAPL
2024-12-03,239.8099975585937,242.759994506836,238.8999938964844,242.6499938964844,38861000,AAPL
2024-12-04,242.8699951171875,244.1100006103516,241.25,243.009994506836,44353000,AAPL
2022-01-27,295.0088810317453,299.53156823813964,290.3984428124213,292.2601623535156,53481300,MSFT
2022-01-28,292.6404013327969,300.681846966643,287.00651697553474,300.4674072265625,49743700,MSFT
2022-01-31,301.1399402050038,304.4832247121305,298.6251444080618,303.1186218261719,46444500,MSFT
2022-02-25,288.27384090466165,290.7059036987677,284.8650124264192,290.3933410644531,32546700,MSFT
2022-02-28,287.46314065518425,292.1807917495487,286.18361900941,291.83892822265625,34627500,MSFT
2022-03-01,289.5045366307501,292.9914912105376,285.35340874270304,288.0882873535156,31217800,MSFT
2022-03-02,288.4887687039151,294.45664195103654,286.867412960762,293.2064208984375,31873000,MSFT
2022-03-03,295.8436185704248,296.07802570148016,287.2092450133528,289.0357666015625,27314500,MSFT
2022-03-28,297.25005982529126,303.5695430664441,297.25005982529126,303.4718933105469,29578200,MSFT
2022-03-29,306.607222558749,308.47279202478853,301.8602697702275,308.07232666015625,30393400,MSFT
2022-03-30,306.460730362384,308.5997848205672,304.33142299608545,306.5583801269531,28163600,MSFT
2022-03-31,306.5974324960297,307.80860543703966,300.7272692509381,301.1374816894531,33422100,MSFT
2022-04-01,302.17282500075515,302.9151539322343,298.43193906959664,302.2216796875,27110500,MSFT
2022-04-27,275.53728581974,284.2009310765478,272.6656790296599,276.6312255859375,63477700,MSFT
2022-04-28,278.5553489961394,284.21065891974973,274.9121128968321,282.8920593261719,33646600,MSFT
2022-04-29,281.8957811106372,283.13625498873733,270.06752168378915,271.06378173828125,37073900,MSFT
2022-05-02,271.24936642596634,278.31117896291823,269.7940392159604,277.85211181640625,35151100,MSFT
2022-05-03,277.3539785017842,277.5200367564673,273.6326162931745,275.2247009277344,25978600,MSFT
2022-05-04,276.01585359728927,284.1130042909022,270.29219430347206,283.23394775390625,33599300,MSFT
2022-05-26,256.7652158897939,261.5036257600117,255.94285019764496,260.31903076171875,25002100,MSFT
2022-05-27,262.8448420311824,267.6028203898408,261.9441389092218,267.5049133300781,26910800,MSFT
2022-05-31,266.8098164953034,269.0027911625394,263.2853715822175,266.1636657714844,37827700,MSFT
2022-06-01,269.4238590586785,271.8615870681491,264.37215834016047,266.70220947265625,25292200,MSFT
2022-06-02,258.8994181483804,268.8853103874632,256.1092313914901,268.8167724609375,44008200,MSFT
2022-06-03,264.6364300672862,267.7105385887121,262.7763153602589,264.3525085449219,28059000,MSFT
2022-06-24,256.3148789230246,262.3553902076605,256.22677151435016,262.0812683105469,33923200,MSFT
2022-06-27,262.580493533295,262.668600925161,257.7539771798243,259.3302001953125,24615100,MSFT
2022-06-28,258.4393071868514,261.30780194280726,250.9400801351985,251.0967254638672,27295500,MSFT
2022-06-29,252.183436576219,256.47150947994845,250.3918446772433,254.7974090576172,20069800,MSFT
2022-06-30,251.6547604417224,254.08271842769943,247.59187085039693,251.4393768310547,31730900,MSFT
2022-07-01,251.00862027318,254.317652035355,249.265967118846,254.1316375732422,22837700,MSFT
2022-07-05,250.7834525788618,257.46031453595623,249.39325880008008,257.3330383300781,22941000,MSFT
2022-07-27,255.67847616643647,264.3818670526716,253.4169635019874,263.099365234375,45994000,MSFT
2022-07-28,264.0881824514157,272.0083768125358,262.247637233615,270.6083984375,33459300,MSFT
2022-07-29,271.871332111681,276.08106692604906,270.8237833042732,274.8475036621094,32152800,MSFT
2022-08-01,271.9887902435471,275.37615927856933,270.0503380851615,272.1748046875,21539600,MSFT
2022-08-02,270.2070446943368,272.0573898848559,266.6630295406296,269.05181884765625,22754200,MSFT
2022-08-03,270.9510550872354,277.5495787208633,270.80417955665024,276.54119873046875,23518900,MSFT
2022-08-04,275.8852351533497,277.8432567793551,274.289472624868,277.6964111328125,18098700,MSFT
2022-08-05,273.2909243301496,277.6964739858007,272.83078794881084,276.9720153808594,16774600,MSFT
2022-08-08,278.0880318367684,279.91880730096346,273.4573294403305,274.43634033203125,18739200,MSFT
2022-08-24,270.20167486701627,271.9872637008826,269.9073302574428,270.5744934082031,18137000,MSFT
2022-08-25,272.0853857878454,273.743428511374,269.32852822894,273.57666015625,16583400,MSFT
2022-08-26,273.8022681646015,275.0384497194847,262.91220567990086,263.0201110839844,27549300,MSFT
2022-08-29,260.82250375792574,262.34317965664627,258.8603258548237,260.2142333984375,20338500,MSFT
2022-08-30,261.62702008142634,261.99980875611,255.7306655366104,257.9969787597656,22767100,MSFT
2022-08-31,260.3712114571765,262.05865571251803,256.3879627650832,256.5253295898437,24791800,MSFT
2022-09-01,253.97449053092632,255.95630936272835,250.5799311628272,255.47555541992188,23263400,MSFT
2022-09-02,256.750992201136,259.7334810753539,249.65770825854173,251.21763610839844,22855400,MSFT
2022-09-26,232.56714985685628,236.8839354578652,232.4199775250898,232.95957946777344,27694200,MSFT
2022-09-27,235.4417502056689,237.22733949406825,230.0653863079204,231.93927001953125,27018700,MSFT
2022-09-28,232.3316900801998,237.74730570070776,230.2910231076862,236.5111389160156,29029700,MSFT
2022-09-29,234.3723495797989,235.41230151998565,229.97707507080543,233.00863647460932,27484200,MSFT
2022-09-30,233.78368980669143,235.99114004331733,228.3288373949772,228.49562072753903,35694800,MSFT
2022-10-03,230.9581716153552,237.04092059335576,230.2223548445432,236.1873779296875,28880400,MSFT
2022-10-04,240.4551107861374,245.6254542522616,240.3471903922256,244.17344665527344,34888400,MSFT
2022-10-05,241.33807854587,245.8412732772912,239.4838210111536,244.48736572265625,20347100,MSFT
2022-10-06,243.2413808892852,245.60580889734112,241.42637527884145,242.12294006347656,20239900,MSFT
2022-10-26,226.79833853458496,233.793507777886,225.7093291640172,226.9455108642578,82543200,MSFT
2022-10-27,226.67077896987985,229.27067360699243,221.5102566062681,222.4619140625,40424600,MSFT
2022-10-28,221.9615629541279,232.12564477805992,221.775153663836,231.4094390869141,40647700,MSFT
2022-10-31,229.33935344841737,230.47742025247945,226.7787106243926,227.7401885986328,28357300,MSFT
2022-11-01,230.1634976714604,231.2819385923402,223.0309760691475,223.85508728027344,30592300,MSFT
2022-11-02,225.12067624320864,226.9258763118528,215.87880519368807,215.93768310546875,38407000,MSFT
2022-11-03,215.92789032960977,216.2418460184567,209.93343549904867,210.1983337402344,36633900,MSFT
2022-11-04,213.43591468412285,217.3995076523948,209.39381782928885,217.2032928466797,36789100,MSFT
2022-11-25,243.3169017902186,244.68445808926964,242.7462647356796,243.49400329589844,9200800,MSFT
2022-11-28,242.10676227453544,242.66755117431,236.9120150388511,237.85650634765625,24778200,MSFT
2022-11-29,237.50233137128112,238.86988772585056,234.36384996253275,236.4496154785156,17956300,MSFT
2022-11-30,236.68573412961413,251.2074119333286,235.9871912722656,251.02047729492188,47594200,MSFT
2022-12-01,249.77097615420297,251.98464735267424,246.8686102520244,250.57774353027344,26041500,MSFT
2022-12-02,245.7863679357665,251.92560615006704,245.658462135496,250.90240478515625,21528500,MSFT
2022-12-05,247.94099025775228,249.7217782427659,244.05477075769312,246.16021728515625,23435300,MSFT
2022-12-06,246.77022556127832,247.79342694197783,239.8438861710636,241.1622467041016,22463700,MSFT
2022-12-07,240.87694156221,242.18546899324627,238.2992492613639,240.4243621826172,20481500,MSFT
2023-01-03,239.1552197793219,241.78210802226468,233.56692154126048,235.71173095703125,25740000,MSFT
2023-01-04,228.52955727187023,229.1100274053245,222.31160912194497,225.40090942382807,50623400,MSFT
2023-01-05,223.53157974667656,223.87593458070265,218.1794126873155,218.7205352783203,39585600,MSFT
2023-01-06,219.39941748911133,222.11484882127704,215.8083567952661,221.2982482910156,43613600,MSFT
2023-01-25,230.6940533159615,239.3716517336312,227.1718546280861,236.7250823974609,66526600,MSFT
2023-01-26,239.71600273819527,244.3007656300869,238.0926497674757,243.9957733154297,33454500,MSFT
2023-01-27,244.96978350702665,245.7962171650049,242.8446555187233,244.15318298339844,26498900,MSFT
2023-01-30,240.56210845799183,241.63452060404668,238.2894083814615,238.7911834716797,25867400,MSFT
2023-01-31,239.519219201964,243.946561571732,239.02729227198972,243.808822631836,26541100,MSFT
2023-02-01,243.9957614676064,251.05982509768327,241.5066123600795,248.6690673828125,31259900,MSFT
2023-02-02,254.64105436023115,260.4162715128124,253.0963966480028,260.3277282714844,39940400,MSFT
2023-02-03,255.34940773574385,259.9341697608251,252.9488022114552,254.1786193847656,29077300,MSFT
2023-02-06,253.28334080672707,254.129440716698,250.666285929055,252.6241455078125,22518000,MSFT
2023-02-07,256.32346766881807,264.43041458598066,255.88072138263212,263.2399597167969,50841400,MSFT
2023-03-06,252.921547405866,256.56106366398126,252.47770726341727,253.35552978515625,24109800,MSFT
2023-03-07,252.79330730594413,254.1643038604429,249.92313318291028,250.6727294921875,21473200,MSFT
2023-03-08,250.5642569134602,251.05741598985657,247.3784534939454,250.2289123535156,17340200,MSFT
2023-03-09,252.31991130747733,256.008731482642,248.13791701716173,248.8677978515625,26653400,MSFT
2023-03-10,247.6447343251161,249.3313297389396,244.21235177328376,245.1887969970703,28333900,MSFT
2023-03-22,269.6594045264148,277.19489043228054,268.45609505296665,268.5646057128906,34873300,MSFT
2023-04-04,283.30015793950093,286.47610341698794,281.7615041156291,283.2508239746094,25824300,MSFT
2023-04-05,281.9389957522812,283.2211970642067,279.0490913446103,280.4496459960937,22064800,MSFT
2023-04-06,279.3351286127617,288.0837649660351,278.1712805290201,287.6103515625,29770300,MSFT
2023-04-10,285.2530733958761,285.6377519354261,280.8146415705329,285.4306335449219,23103000,MSFT
2023-05-08,305.886855215998,305.95590471108136,301.9021214288919,304.4270935058594,21318600,MSFT
2023-05-09,303.78600080160834,305.79809832583857,302.1191206619338,302.7996826171875,21340800,MSFT
2023-05-10,304.39750145489603,308.71757975112604,303.4605172760594,308.0370178222656,30078000,MSFT
2023-05-11,305.8572532341509,306.8632868746228,302.0697952876188,305.8670959472656,31680200,MSFT
2023-06-06,331.46505238445627,331.50459980034327,328.34150034369713,329.8340759277344,20396200,MSFT
2023-06-07,327.8274412428996,330.6347041698529,318.7829089296897,319.6527709960937,40717100,MSFT
2023-06-08,320.2063456876908,322.87523818509703,319.62314950969096,321.5111389160156,23277700,MSFT
2023-06-09,321.2442571905946,326.1866287534683,320.6709553622718,323.0235290527344,22514900,MSFT
2023-07-10,330.7435253999172,331.3662690704481,323.8143105144477,328.00543212890625,32791400,MSFT
2023-07-11,327.2442787108393,329.02352027231524,323.23107571915307,328.6380310058594,26698200,MSFT
2023-07-12,332.7204469994857,337.71223002191914,331.8011731635339,333.31353759765625,29995300,MSFT
2023-08-07,324.5852708301054,327.2936805067541,323.7450617202006,326.3052062988281,17741500,MSFT
2023-08-08,323.19153790799385,324.96091529244745,319.27718825691414,322.2920227050781,22327600,MSFT
2023-08-09,322.70720411911464,323.3398119813317,317.3496601701691,318.5160827636719,22373300,MSFT
2023-08-10,322.26235905950784,324.47656185747303,317.47814738461386,319.2079772949219,20113700,MSFT
2023-08-11,316.56879440875014,318.69400815708644,315.5308782764169,317.3101501464844,24342600,MSFT
2023-09-07,328.16499162095795,329.9380850110211,325.9263002427993,326.7980041503906,18381000,MSFT
2023-09-08,326.9762886066254,332.989038125567,326.35222650031665,331.1168518066406,19530100,MSFT
2023-09-11,334.05887967232275,335.2277719667598,332.2659554221078,334.7522888183594,16583300,MSFT
2023-09-12,332.65225686072523,333.6131081744858,328.3531991956685,328.64044189453125,17565500,MSFT
2023-10-11,328.08572430592403,329.6805530737714,326.0352733611334,329.2843322753906,20063200,MSFT
2023-10-12,327.4517629051347,330.48289571466444,325.61920778349804,328.03619384765625,19313100,MSFT
2023-10-13,329.2447114865088,330.6810157045469,323.28147794480293,324.6385803222656,21072400,MSFT
2023-11-08,358.2682750707736,360.4376192782834,357.14892949350883,359.7739562988281,26767800,MSFT
2023-11-09,358.8824265984055,361.3489590848818,356.9607241219027,357.2876281738281,24847300,MSFT
2023-11-10,358.0800611921268,366.6088589253313,357.66403997374977,366.1829223632813,28042100,MSFT
2023-11-13,364.7466121416856,364.99425391218455,362.4484892563253,363.22113037109375,19986500,MSFT
2023-12-11,365.74499115999953,368.8418283086429,363.3826517145165,368.5440368652344,27708800,MSFT
